experiment_id,candidate_id,strategy_family,score,accepted,validation_cagr,sharpe,max_drawdown,stop_reason
risk_managed_trend-893e4916f792b2b8-20260911T194014946618Z-e65073a0,risk_managed_trend-893e4916f792b2b8,risk_managed_trend,6.8825972,False,0.008456327258762775,0.2854366226600715,-0.0697471679040873,CANDIDATE_EVALUATED
risk_managed_trend-b0cee435d5baf952-20260911T193000326332Z-c08b3a02,risk_managed_trend-b0cee435d5baf952,risk_managed_trend,6.54056474,False,0.009842434641927023,0.31493142501520155,-0.07537363696658439,CANDIDATE_EVALUATED
risk_managed_trend-b0cee435d5baf952-20260911T194032050263Z-59593ac6,risk_managed_trend-b0cee435d5baf952,risk_managed_trend,6.54056474,False,0.009842434641927023,0.31493142501520155,-0.07537363696658439,CANDIDATE_EVALUATED
trend-ae78ab623021b3c3-20260911T192610229963Z-493a4765,trend-ae78ab623021b3c3,trend,5.79493495,False,0.020776071502888183,0.31830552842889404,-0.1383007502982222,CANDIDATE_EVALUATED
trend-ae78ab623021b3c3-20260911T193716294306Z-25eadfe6,trend-ae78ab623021b3c3,trend,5.79493495,False,0.020776071502888183,0.31830552842889404,-0.1383007502982222,CANDIDATE_EVALUATED
risk_managed_trend-314a05574138708e-20260911T192945029833Z-7d706ecc,risk_managed_trend-314a05574138708e,risk_managed_trend,5.62060309,False,0.00731859811209401,0.2477575638952871,-0.06950552780752439,CANDIDATE_EVALUATED
risk_managed_trend-314a05574138708e-20260911T194017104110Z-ea12131c,risk_managed_trend-314a05574138708e,risk_managed_trend,5.62060309,False,0.00731859811209401,0.2477575638952871,-0.06950552780752439,CANDIDATE_EVALUATED
trend-c7473b1efeb67913-20260911T192614481823Z-49a8f1d3,trend-c7473b1efeb67913,trend,4.93934647,False,0.018568410345370934,0.2946890513004782,-0.14876448639872175,CANDIDATE_EVALUATED
trend-c7473b1efeb67913-20260911T193719918435Z-d1014884,trend-c7473b1efeb67913,trend,4.93934647,False,0.018568410345370934,0.2946890513004782,-0.14876448639872175,CANDIDATE_EVALUATED
trend-170a1299d64dc6d0-20260911T192551149280Z-fcb95b3c,trend-170a1299d64dc6d0,trend,4.82729098,False,0.01160839476247233,0.32884228702962454,-0.07137624325368164,CANDIDATE_EVALUATED
trend-170a1299d64dc6d0-20260911T193700512727Z-116fc30f,trend-170a1299d64dc6d0,trend,4.82729098,False,0.01160839476247233,0.32884228702962454,-0.07137624325368164,CANDIDATE_EVALUATED
trend-560e2f42ee421895-20260911T192620719622Z-d2f3cf15,trend-560e2f42ee421895,trend,4.74817103,False,0.01798181200931226,0.2877797903445243,-0.1431001804729185,CANDIDATE_EVALUATED
trend-560e2f42ee421895-20260911T193725572700Z-2ae2cc20,trend-560e2f42ee421895,trend,4.74817103,False,0.01798181200931226,0.2877797903445243,-0.1431001804729185,CANDIDATE_EVALUATED
trend-814af817de3e6f35-20260911T192555206389Z-8ad9f6af,trend-814af817de3e6f35,trend,4.27286532,False,0.010707486432631086,0.3127088081056611,-0.07790579850241153,CANDIDATE_EVALUATED
trend-814af817de3e6f35-20260911T193703837302Z-73cbc2b5,trend-814af817de3e6f35,trend,4.27286532,False,0.010707486432631086,0.3127088081056611,-0.07790579850241153,CANDIDATE_EVALUATED
trend-f3ce71d32feb4839-20260911T192532351257Z-72d37226,trend-f3ce71d32feb4839,trend,4.22584818,False,0.006122624865843029,0.3342269113561615,-0.036228066284687555,CANDIDATE_EVALUATED
trend-f3ce71d32feb4839-20260911T193645491099Z-b5d4dfbe,trend-f3ce71d32feb4839,trend,4.22584818,False,0.006122624865843029,0.3342269113561615,-0.036228066284687555,CANDIDATE_EVALUATED
trend-2921f9e99160f3a6-20260911T192601541991Z-06d20796,trend-2921f9e99160f3a6,trend,4.09224097,False,0.010333275850120227,0.30454377871456717,-0.0745044751472207,CANDIDATE_EVALUATED
trend-2921f9e99160f3a6-20260911T193708824160Z-b9c37502,trend-2921f9e99160f3a6,trend,4.09224097,False,0.010333275850120227,0.30454377871456717,-0.0745044751472207,CANDIDATE_EVALUATED
risk_managed_trend-2fcffec61a54fef7-20260911T192904538005Z-4ca9b4e1,risk_managed_trend-2fcffec61a54fef7,risk_managed_trend,3.99839005,False,0.005282254328255576,0.28542892202654885,-0.039656709576191385,CANDIDATE_EVALUATED
risk_managed_trend-2fcffec61a54fef7-20260911T193937470871Z-1bfcede2,risk_managed_trend-2fcffec61a54fef7,risk_managed_trend,3.99839005,False,0.005282254328255576,0.28542892202654885,-0.039656709576191385,CANDIDATE_EVALUATED
risk_managed_trend-f7a2b505bfc8a571-20260911T193002402879Z-4f758b53,risk_managed_trend-f7a2b505bfc8a571,risk_managed_trend,3.92459995,False,0.00807423967792431,0.25712462522218466,-0.07534680490994672,CANDIDATE_EVALUATED
risk_managed_trend-f7a2b505bfc8a571-20260911T194034032465Z-d3a6d905,risk_managed_trend-f7a2b505bfc8a571,risk_managed_trend,3.92459995,False,0.00807423967792431,0.25712462522218466,-0.07534680490994672,CANDIDATE_EVALUATED
trend-ad47c1797ec35bd0-20260911T192546933169Z-4fb0b091,trend-ad47c1797ec35bd0,trend,3.90833432,False,0.010312749196433879,0.30149284954969335,-0.08730850952356584,CANDIDATE_EVALUATED
trend-ad47c1797ec35bd0-20260911T193657164247Z-786ff6e8,trend-ad47c1797ec35bd0,trend,3.90833432,False,0.010312749196433879,0.30149284954969335,-0.08730850952356584,CANDIDATE_EVALUATED
trend-4f5e906fa66ffd82-20260911T192536566886Z-04871baf,trend-4f5e906fa66ffd82,trend,3.81424934,False,0.005735930512717147,0.32252527391744346,-0.039889743468926375,CANDIDATE_EVALUATED
trend-4f5e906fa66ffd82-20260911T193648813691Z-48c282bb,trend-4f5e906fa66ffd82,trend,3.81424934,False,0.005735930512717147,0.32252527391744346,-0.039889743468926375,CANDIDATE_EVALUATED
risk_managed_trend-0dc5fd8e9f17b21b-20260911T151548867625Z-2199bd86,risk_managed_trend-0dc5fd8e9f17b21b,risk_managed_trend,3.69045744,False,0.005521602036221429,0.3191613650369698,-0.03942080440162177,CANDIDATE_EVALUATED
risk_managed_trend-0dc5fd8e9f17b21b-20260911T192824026533Z-ba45a7c6,risk_managed_trend-0dc5fd8e9f17b21b,risk_managed_trend,3.69045744,False,0.005521602036221429,0.3191613650369698,-0.03942080440162177,CANDIDATE_EVALUATED
risk_managed_trend-0dc5fd8e9f17b21b-20260911T193904196952Z-ea4667c5,risk_managed_trend-0dc5fd8e9f17b21b,risk_managed_trend,3.69045744,False,0.005521602036221429,0.3191613650369698,-0.03942080440162177,CANDIDATE_EVALUATED
trend-304619db379d618a-20260911T192542723949Z-b3224217,trend-304619db379d618a,trend,3.64685016,False,0.005525445252272165,0.3137154764428004,-0.038020059749159674,CANDIDATE_EVALUATED
trend-304619db379d618a-20260911T193653709544Z-9ee7237d,trend-304619db379d618a,trend,3.64685016,False,0.005525445252272165,0.3137154764428004,-0.038020059749159674,CANDIDATE_EVALUATED
risk_managed_trend-ae41573bf9b2bebe-20260911T192906644956Z-cf042fff,risk_managed_trend-ae41573bf9b2bebe,risk_managed_trend,3.64564124,False,0.004876005227669067,0.2672337902335108,-0.03963151735797232,CANDIDATE_EVALUATED
risk_managed_trend-ae41573bf9b2bebe-20260911T193939058803Z-b9525eee,risk_managed_trend-ae41573bf9b2bebe,risk_managed_trend,3.64564124,False,0.004876005227669067,0.2672337902335108,-0.03963151735797232,CANDIDATE_EVALUATED
